STATION,STATION_NAME,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:US1GACT0048,SAVANNAH 4.6 S GA US,20150301,127,-9999,604,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0048,SAVANNAH 4.6 S GA US,20150401,445,-9999,991,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140101,173,-9999,574,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140201,112,-9999,481,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140301,140,-9999,808,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140401,41,-9999,127,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140501,69,-9999,293,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140601,5,-9999,5,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140701,51,-9999,102,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140801,262,-9999,343,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20140901,264,-9999,516,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20141001,170,-9999,829,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20141101,231,-9999,754,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20141201,216,-9999,1122,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150101,160,-9999,437,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150201,218,-9999,817,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150301,46,-9999,132,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150401,119,-9999,380,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150501,56,-9999,59,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150601,61,-9999,118,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150701,5,-9999,5,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150801,191,-9999,209,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20150901,33,-9999,51,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20151001,218,-9999,310,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20151101,213,-9999,664,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0012,HANSVILLE 2.8 WNW WA US,20151201,338,-9999,1908,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140101,437,0,1258,5,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140201,577,36,2257,76,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140301,432,-9999,3050,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140401,211,-9999,1263,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140501,386,-9999,873,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140601,53,-9999,248,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140701,152,-9999,193,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140801,345,-9999,494,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20140901,439,-9999,646,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20141001,417,-9999,2201,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20141101,615,13,2369,18,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20141201,396,13,1859,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150101,353,-9999,1223,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150201,292,-9999,1398,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150301,386,-9999,1293,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150401,163,-9999,785,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150501,53,-9999,175,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150601,20,-9999,41,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150701,18,-9999,36,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150801,455,-9999,877,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20150901,109,-9999,404,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20151001,467,-9999,1348,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20151101,572,-9999,2635,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0013,OLALLA 1.4 WNW WA US,20151201,574,0,4023,3,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140101,267,0,643,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140201,224,51,1005,43,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140301,259,0,1291,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140401,150,0,497,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140501,86,0,288,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140601,79,0,245,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140701,86,0,140,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140801,218,0,455,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20140901,231,0,580,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20141001,175,0,790,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20141101,94,0,549,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20141201,231,0,1395,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150101,147,0,489,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150201,272,0,1065,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150301,404,0,693,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150401,107,0,424,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150501,48,0,160,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150601,48,0,125,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150701,132,0,224,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150801,114,0,419,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20150901,142,0,488,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20151001,259,0,572,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20151101,282,0,1174,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00453576,HANSVILLE 1 SW WA US,20151201,277,0,1947,0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140101,257,-9999,843,-9999,128,-16,76,27,52
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140201,180,-9999,875,-9999,122,-71,62,8,35
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140301,363,-9999,1687,-9999,194,0,111,46,79
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140401,142,-9999,701,-9999,239,39,143,65,104
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140501,86,-9999,407,-9999,289,72,181,100,140
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140601,117,-9999,311,-9999,239,89,196,111,154
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140701,244,-9999,280,-9999,300,111,241,132,186
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140801,279,-9999,437,-9999,328,117,241,142,192
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20140901,175,-9999,667,-9999,278,89,210,125,168
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20141001,218,-9999,1425,-9999,228,67,167,107,137
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20141101,257,-9999,1035,-9999,150,-77,95,38,66
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20141201,241,-9999,1500,-9999,167,-43,88,38,63
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150101,175,-9999,597,-9999,172,-32,96,38,67
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150201,185,-9999,922,-9999,150,11,115,59,87
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150301,437,-9999,785,-9999,194,-5,135,63,99
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150401,97,-9999,395,-9999,228,28,140,58,99
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150501,46,-9999,97,-9999,233,56,180,97,139
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150601,48,-9999,113,-9999,294,89,231,123,177
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150701,33,-9999,73,-9999,344,128,253,146,199
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150801,191,-9999,493,-9999,306,117,239,139,189
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20150901,145,-9999,525,-9999,244,72,186,109,147
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20151001,163,-9999,697,-9999,200,72,164,103,133
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20151101,384,-9999,1478,-9999,139,-43,86,29,57
GHCND:USW00024222,EVERETT SNOHOMISH CO AIRPORT WA US,20151201,310,-9999,2000,-9999,150,-27,73,31,52
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20140401,559,-9999,711,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20140501,305,-9999,310,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20140601,927,-9999,1515,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20140701,1100,-9999,2065,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20140801,1059,-9999,1826,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20140901,485,-9999,823,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20141001,279,-9999,388,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20141101,643,-9999,1360,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20141201,51,-9999,51,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150101,485,-9999,719,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150201,282,-9999,483,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150301,180,-9999,347,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150401,528,-9999,1605,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150501,198,-9999,302,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150601,132,-9999,491,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150701,622,-9999,2584,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150801,544,-9999,2373,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20150901,170,-9999,510,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20151001,188,-9999,672,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20151101,226,-9999,714,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0046,WILMINGTON ISLAND 0.6 NW GA US,20151201,183,-9999,432,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20140401,460,-9999,1241,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20140501,269,-9999,514,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20140601,353,-9999,947,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20140701,396,-9999,1440,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20140801,790,-9999,1703,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20140901,203,-9999,749,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20141001,122,-9999,229,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20141101,249,-9999,536,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20141201,226,-9999,732,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150101,257,-9999,678,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150201,361,-9999,844,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150301,157,-9999,450,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150401,503,-9999,1620,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150501,135,-9999,285,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150601,229,-9999,559,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150701,445,-9999,1772,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150801,724,-9999,3089,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20150901,234,-9999,710,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20151001,132,-9999,532,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20151101,254,-9999,595,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0040,SAVANNAH 8.2 SSE GA US,20151201,163,-9999,530,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20140401,10,-9999,10,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20140501,450,-9999,535,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20140601,409,-9999,1033,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20140701,693,-9999,3074,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20140801,599,-9999,1891,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20140901,198,-9999,902,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20141001,251,-9999,495,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20141101,51,-9999,114,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20141201,213,-9999,749,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150101,371,-9999,478,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150201,472,-9999,991,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150301,185,-9999,580,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150401,536,-9999,1511,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150501,221,-9999,412,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150601,272,-9999,583,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150701,1067,-9999,2871,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150801,500,-9999,2789,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20150901,251,-9999,869,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20151001,147,-9999,307,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20151101,145,-9999,221,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1GACT0041,TYBEE ISLAND 0.6 NNE GA US,20151201,201,-9999,435,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140101,198,0,739,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140201,257,0,910,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140301,330,0,1974,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140401,122,0,376,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140501,160,0,430,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140601,170,0,350,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140701,140,0,192,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140801,254,0,265,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20140901,333,0,633,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20141001,277,0,1262,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20141101,218,25,1094,25,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20141201,236,0,1370,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150101,244,0,593,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150201,259,0,1043,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150301,411,0,760,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150401,114,0,360,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150501,38,0,76,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150601,89,0,97,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150701,15,0,28,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150801,274,0,388,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20150901,97,0,352,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20151001,150,0,509,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20151101,434,0,1336,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0008,INDIANOLA 0.7 SSE WA US,20151201,305,0,1879,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140101,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140301,394,-9999,640,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140401,318,-9999,1209,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140501,290,-9999,947,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140601,231,-9999,428,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140701,66,-9999,201,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140801,208,-9999,297,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20140901,417,-9999,848,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20141001,206,-9999,965,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20141101,330,-9999,978,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20141201,279,-9999,600,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150101,401,-9999,1076,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150201,135,-9999,135,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150301,69,-9999,89,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150401,165,-9999,558,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150501,58,-9999,127,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150601,30,-9999,69,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150701,465,-9999,518,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150801,356,-9999,755,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20150901,89,-9999,349,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20151001,409,-9999,1234,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0007,TRACYTON 2.3 WSW WA US,20151101,178,-9999,369,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0006,BAINBRIDGE ISLAND 2.6 NNW WA US,20140101,198,-9999,265,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0006,BAINBRIDGE ISLAND 2.6 NNW WA US,20140201,396,46,1564,46,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0006,BAINBRIDGE ISLAND 2.6 NNW WA US,20140301,323,-9999,1544,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1WAKP0006,BAINBRIDGE ISLAND 2.6 NNW WA US,20140401,76,-9999,76,0,-9999,-9999,-9999,-9999,-9999
